Healthcare and Health,the Engagement of Healthcare and Health,9x8,vertical_gradient
Hospitals,Access,0.68
Insurance,Access,0.72
Medical Devices,Access,0.67
Patient Care,Access,0.7
Pharmaceuticals,Access,0.72
Policy,Access,0.71
Public Health,Access,0.73
Telemedicine,Access,0.7
Wellness,Access,0.72
Hospitals,Cost,0.62
Insurance,Cost,0.63
Medical Devices,Cost,0.63
Patient Care,Cost,0.63
Pharmaceuticals,Cost,0.6
Policy,Cost,0.63
Public Health,Cost,0.63
Telemedicine,Cost,0.61
Wellness,Cost,0.64
Hospitals,Epidemiology,0.53
Insurance,Epidemiology,0.54
Medical Devices,Epidemiology,0.55
Patient Care,Epidemiology,0.55
Pharmaceuticals,Epidemiology,0.58
Policy,Epidemiology,0.53
Public Health,Epidemiology,0.55
Telemedicine,Epidemiology,0.55
Wellness,Epidemiology,0.54
Hospitals,Patient Satisfaction,0.46
Insurance,Patient Satisfaction,0.47
Medical Devices,Patient Satisfaction,0.43
Patient Care,Patient Satisfaction,0.46
Pharmaceuticals,Patient Satisfaction,0.48
Policy,Patient Satisfaction,0.44
Public Health,Patient Satisfaction,0.41
Telemedicine,Patient Satisfaction,0.44
Wellness,Patient Satisfaction,0.44
Hospitals,Prevention,0.35
Insurance,Prevention,0.36
Medical Devices,Prevention,0.37
Patient Care,Prevention,0.35
Pharmaceuticals,Prevention,0.36
Policy,Prevention,0.33
Public Health,Prevention,0.37
Telemedicine,Prevention,0.37
Wellness,Prevention,0.39
Hospitals,Regulations,0.29
Insurance,Regulations,0.25
Medical Devices,Regulations,0.3
Patient Care,Regulations,0.27
Pharmaceuticals,Regulations,0.25
Policy,Regulations,0.27
Public Health,Regulations,0.28
Telemedicine,Regulations,0.3
Wellness,Regulations,0.28
Hospitals,Staffing,0.22
Insurance,Staffing,0.13
Medical Devices,Staffing,0.18
Patient Care,Staffing,0.18
Pharmaceuticals,Staffing,0.17
Policy,Staffing,0.16
Public Health,Staffing,0.25
Telemedicine,Staffing,0.23
Wellness,Staffing,0.21
Hospitals,Technology Adoption,0.11
Insurance,Technology Adoption,0.08
Medical Devices,Technology Adoption,0.13
Patient Care,Technology Adoption,0.09
Pharmaceuticals,Technology Adoption,0.12
Policy,Technology Adoption,0.09
Public Health,Technology Adoption,0.1
Telemedicine,Technology Adoption,0.1
Wellness,Technology Adoption,0.11
