Social Media and Digital Media and Streaming,Daily Active Users,users
trend,stable_falling,volatile_rising
Year,NovaStream,Luminara
1984,1279798787.31,1119269448.95
1985,1075329964.15,938943572.39
1986,1214336374.69,1320347062.18
1987,900623150.98,573266489.72
1988,837614389.37,1255258384.57
1989,1215017415.75,1618365126.72
1990,1228099565.07,1283670484.11
1991,1228056631.63,1938426851.33
1992,1502918370.4,2252305556.59
1993,1534824010.42,1867501611.33
1994,1263134214.2,1760449561.91
1995,1147958203.44,1718651203.94
1996,1326915899.98,1664811163.16
1997,1286931782.33,2436291076.25
1998,1615280137.92,1639018083.33
